date,author,LeftIn2017
2016-01-29,Андрей Малёваный,Left in 2017
2016-01-29,Александр Кожухарь,Other
2016-01-29,Анжела Корончук,Other
2016-01-29,Андрей Малёваный,Left in 2017
2016-01-29,Анжела Корончук,Other
2016-01-28,Александр Лагутин,Other
2016-01-28,Степан Бугаёв,Left in 2017
2016-01-28,Ирина Палесика,Other
2016-01-28,Татьяна Семенюк,Other
2016-01-28,Никита Кондратов,Other
2016-01-28,Александр Кожухарь,Other
2016-01-28,Валентина Стасишена,Other
2016-01-28,Татьяна Семенюк,Other
2016-01-28,Татьяна Семенюк,Other
2016-01-28,Николай Стоянов,Other
2016-01-27,Андрей Малёваный,Left in 2017
2016-01-27,Александр Лагутин,Other
2016-01-27,Александр Лагутин,Other
2016-01-27,Никита Кондратов,Other
2016-01-27,Ирина Палесика,Other
2016-01-27,Анжела Корончук,Other
2016-01-27,Ирина Палесика,Other
2016-01-26,Ирина Палесика,Other
2016-01-26,Степан Бугаёв,Left in 2017
2016-01-26,Степан Бугаёв,Left in 2017
2016-01-26,Анжела Корончук,Other
2016-01-26,Валентина Стасишена,Other
2016-01-26,Ирина Палесика,Other
2016-01-26,Татьяна Семенюк,Other
2016-01-26,Ирина Палесика,Other
2016-01-25,Ирина Палесика,Other
2016-01-25,Анжела Корончук,Other
2016-01-25,Никита Кондратов,Other
2016-01-25,Анжела Корончук,Other
2016-01-25,Татьяна Семенюк,Other
2016-01-24,Степан Бугаёв,Left in 2017
2016-01-24,Никита Кондратов,Other
2016-01-24,Ирина Палесика,Other
2016-01-22,Степан Бугаёв,Left in 2017
2016-01-22,Ирина Палесика,Other
2016-01-22,Ирина Палесика,Other
2016-01-22,Николай Стоянов,Other
2016-01-22,Анжела Корончук,Other
2016-01-21,Александр Лагутин,Other
2016-01-21,Александр Лагутин,Other
2016-01-21,Степан Бугаёв,Left in 2017
2016-01-21,Александр Кожухарь,Other
2016-01-21,Александр Лагутин,Other
2016-01-21,Валентина Стасишена,Other
2016-01-21,Никита Кондратов,Other
2016-01-21,Ирина Палесика,Other
2016-01-21,Николай Стоянов,Other
2016-01-20,Александр Лагутин,Other
2016-01-20,Александр Лагутин,Other
2016-01-20,Анжела Корончук,Other
2016-01-20,Анжела Корончук,Other
2016-01-20,Александр Лагутин,Other
2016-01-20,Валентина Стасишена,Other
2016-01-20,Никита Кондратов,Other
2016-01-20,Николай Стоянов,Other
2016-01-20,Татьяна Семенюк,Other
2016-01-19,Андрей Малёваный,Left in 2017
2016-01-19,Степан Бугаёв,Left in 2017
2016-01-19,Степан Бугаёв,Left in 2017
2016-01-19,Татьяна Семенюк,Other
2016-01-19,Николай Стоянов,Other
2016-01-19,Никита Кондратов,Other
2016-01-19,Ирина Палесика,Other
2016-01-18,Николай Стоянов,Other
2016-01-18,Никита Кондратов,Other
2016-01-18,Татьяна Семенюк,Other
2016-01-18,Ирина Палесика,Other
2016-01-18,Татьяна Семенюк,Other
2016-01-18,Анжела Корончук,Other
2016-01-18,Никита Кондратов,Other
2016-01-18,Валентина Стасишена,Other
2016-01-18,Николай Стоянов,Other
2016-01-17,Александр Лагутин,Other
2016-01-17,Александр Лагутин,Other
2016-01-17,Степан Бугаёв,Left in 2017
2016-01-17,Никита Кондратов,Other
2016-01-17,Ольга Гаврилова,Other
2016-01-16,Ирина Палесика,Other
2016-01-16,Никита Кондратов,Other
2016-01-16,Никита Кондратов,Other
2016-01-16,Анжела Корончук,Other
2016-01-16,Николай Стоянов,Other
2016-01-16,Татьяна Семенюк,Other
2016-01-15,Андрей Малёваный,Left in 2017
2016-01-15,Степан Бугаёв,Left in 2017
2016-01-15,Ольга Гаврилова,Other
2016-01-15,Александр Лагутин,Other
2016-01-15,Анжела Корончук,Other
2016-01-15,Татьяна Семенюк,Other
2016-01-15,Валентина Стасишена,Other
2016-01-14,Андрей Малёваный,Left in 2017
2016-01-14,Ирина Палесика,Other
2016-01-14,Анжела Корончук,Other
2016-01-14,Николай Стоянов,Other
2016-01-14,Никита Кондратов,Other
2016-01-14,Александр Кожухарь,Other
2016-01-13,Александр Лагутин,Other
2016-01-13,Ирина Палесика,Other
2016-01-13,Андрей Малёваный,Left in 2017
2016-01-13,Александр Кожухарь,Other
2016-01-13,Валентина Стасишена,Other
2016-01-13,Никита Кондратов,Other
2016-01-12,Степан Бугаёв,Left in 2017
2016-01-12,Степан Бугаёв,Left in 2017
2016-01-12,Александр Лагутин,Other
2016-01-12,Николай Стоянов,Other
2016-01-12,Анжела Корончук,Other
2016-01-11,Андрей Малёваный,Left in 2017
2016-01-11,Никита Кондратов,Other
2016-01-11,Дмитрий Доброхотов,Other
2016-01-11,Николай Стоянов,Other
2016-01-11,Анжела Корончук,Other
2016-01-11,Валентина Стасишена,Other
2016-01-11,Татьяна Семенюк,Other
2016-01-08,Никита Кондратов,Other
2016-01-08,Александр Лагутин,Other
2016-01-08,Татьяна Семенюк,Other
2016-01-08,Анжела Корончук,Other
2016-01-08,Валентина Стасишена,Other
2016-01-06,Елена Виговская,Other
2016-01-06,Татьяна Семенюк,Other
2016-01-06,Татьяна Семенюк,Other
2016-01-06,Никита Кондратов,Other
2016-01-06,Ольга Гаврилова,Other
2016-01-04,Александр Лагутин,Other
2016-01-04,Татьяна Семенюк,Other
2015-12-30,Никита Кондратов,Other
2015-12-30,Ирина Палесика,Other
2015-12-30,Наталья Берзан,Other
2015-12-30,Татьяна Семенюк,Other
2015-12-30,Николай Стоянов,Other
2015-12-30,Анжела Корончук,Other
2015-12-30,Никита Кондратов,Other
2015-12-30,Ирина Палесика,Other
2015-12-30,Валентина Стасишена,Other
2015-12-29,Андрей Малёваный,Left in 2017
2015-12-29,Анжела Корончук,Other
2015-12-29,Александр Кожухарь,Other
2015-12-29,Валентина Стасишена,Other
2015-12-29,Николай Стоянов,Other
2015-12-29,Ирина Палесика,Other
2015-12-29,Наталья Берзан,Other
2015-12-29,Анжела Корончук,Other
2015-12-28,Александр Лагутин,Other
2015-12-28,Александр Лагутин,Other
2015-12-28,Степан Бугаёв,Left in 2017
2015-12-28,Татьяна Семенюк,Other
2015-12-28,Ольга Гаврилова,Other
2015-12-27,Андрей Малёваный,Left in 2017
2015-12-27,Александр Лагутин,Other
2015-12-25,Татьяна Семенюк,Other
2015-12-25,Николай Стоянов,Other
2015-12-25,Анжела Корончук,Other
2015-12-25,Валентина Стасишена,Other
2015-12-24,Андрей Малёваный,Left in 2017
2015-12-24,Александр Лагутин,Other
2015-12-24,Александр Кожухарь,Other
2015-12-24,Никита Кондратов,Other
2015-12-24,Елена Виговская,Other
2015-12-24,Валентина Стасишена,Other
2015-12-24,Анжела Корончук,Other
2015-12-23,Александр Лагутин,Other
2015-12-23,Александр Лагутин,Other
2015-12-23,Александр Лагутин,Other
2015-12-23,Ирина Палесика,Other
2015-12-23,Наталья Берзан,Other
2015-12-23,Николай Стоянов,Other
2015-12-23,Татьяна Семенюк,Other
2015-12-23,Валентина Стасишена,Other
2015-12-23,Елена Виговская,Other
2015-12-22,Елена Виговская,Other
2015-12-22,Никита Кондратов,Other
2015-12-22,Анжела Корончук,Other
2015-12-22,Андрей Малёваный,Left in 2017
2015-12-22,Татьяна Семенюк,Other
2015-12-22,Ирина Палесика,Other
2015-12-22,Валентина Стасишена,Other
2015-12-21,Николай Стоянов,Other
2015-12-21,Валентина Стасишена,Other
2015-12-21,Никита Кондратов,Other
2015-12-21,Ольга Гаврилова,Other
2015-12-20,Александр Лагутин,Other
2015-12-20,Степан Бугаёв,Left in 2017
2015-12-19,Никита Кондратов,Other
2015-12-19,Никита Кондратов,Other
2015-12-18,Александр Лагутин,Other
2015-12-18,Ирина Палесика,Other
2015-12-18,Николай Стоянов,Other
2015-12-18,Анжела Корончук,Other
2015-12-18,Валентина Стасишена,Other
2015-12-18,Ирина Палесика,Other
2015-12-18,Николай Стоянов,Other
2015-12-17,Александр Лагутин,Other
2015-12-17,Андрей Малёваный,Left in 2017
2015-12-17,Александр Лагутин,Other
2015-12-17,Александр Лагутин,Other
2015-12-17,Александр Кожухарь,Other
2015-12-17,Валентина Стасишена,Other
2015-12-17,Анжела Корончук,Other
2015-12-17,Николай Стоянов,Other
2015-12-16,Александр Лагутин,Other
2015-12-16,Ольга Гаврилова,Other
2015-12-16,Валентина Стасишена,Other
2015-12-15,Степан Бугаёв,Left in 2017
2015-12-15,Андрей Малёваный,Left in 2017
2015-12-15,Никита Кондратов,Other
2015-12-15,Ирина Палесика,Other
2015-12-15,Татьяна Семенюк,Other
2015-12-15,Валентина Стасишена,Other
2015-12-15,Анжела Корончук,Other
2015-12-15,Николай Стоянов,Other
2015-12-14,Никита Кондратов,Other
2015-12-14,Александр Лагутин,Other
2015-12-14,Николай Стоянов,Other
2015-12-14,Анжела Корончук,Other
2015-12-14,Анжела Корончук,Other
2015-12-13,Александр Лагутин,Other
2015-12-13,Ирина Палесика,Other
2015-12-13,Никита Кондратов,Other
2015-12-11,Андрей Малёваный,Left in 2017
2015-12-11,Александр Лагутин,Other
2015-12-11,Валентина Стасишена,Other
2015-12-11,Татьяна Семенюк,Other
2015-12-11,Анжела Корончук,Other
2015-12-10,Александр Лагутин,Other
2015-12-10,Александр Лагутин,Other
2015-12-10,Александр Кожухарь,Other
2015-12-10,Татьяна Семенюк,Other
2015-12-10,Николай Стоянов,Other
2015-12-10,Татьяна Семенюк,Other
2015-12-09,Степан Бугаёв,Left in 2017
2015-12-09,Валентина Стасишена,Other
2015-12-09,Анжела Корончук,Other
2015-12-09,Никита Кондратов,Other
2015-12-08,Александр Лагутин,Other
2015-12-08,Андрей Малёваный,Left in 2017
2015-12-08,Ольга Гаврилова,Other
2015-12-08,Никита Кондратов,Other
2015-12-08,Александр Кожухарь,Other
2015-12-08,Валентина Стасишена,Other
2015-12-08,Анжела Корончук,Other
2015-12-07,Никита Кондратов,Other
2015-12-07,Никита Кондратов,Other
2015-12-07,Степан Бугаёв,Left in 2017
2015-12-07,Николай Стоянов,Other
2015-12-07,Валентина Стасишена,Other
2015-12-07,Наталья Берзан,Other
2015-12-07,Николай Стоянов,Other
2015-12-06,Александр Лагутин,Other
2015-12-06,Степан Бугаёв,Left in 2017
2015-12-06,Ольга Гаврилова,Other
2015-12-04,Александр Лагутин,Other
2015-12-04,Ольга Канцур,Other
2015-12-04,Николай Стоянов,Other
2015-12-04,Татьяна Семенюк,Other
2015-12-03,Александр Кожухарь,Other
2015-12-03,Андрей Малёваный,Left in 2017
2015-12-03,Степан Бугаёв,Left in 2017
2015-12-03,Татьяна Семенюк,Other
2015-12-03,Анжела Корончук,Other
2015-12-03,Никита Кондратов,Other
2015-12-03,Татьяна Семенюк,Other
2015-12-02,Александр Лагутин,Other
2015-12-02,Андрей Малёваный,Left in 2017
2015-12-02,Андрей Малёваный,Left in 2017
2015-12-02,Валентина Стасишена,Other
2015-12-02,Татьяна Семенюк,Other
2015-12-01,Николай Стоянов,Other
2015-12-01,Степан Бугаёв,Left in 2017
2015-12-01,Николай Стоянов,Other
2015-11-30,Александр Лагутин,Other
2015-11-30,Александр Лагутин,Other
2015-11-30,Никита Кондратов,Other
2015-11-30,Валентина Стасишена,Other
2015-11-30,Александр Лагутин,Other
2015-11-30,Наталья Берзан,Other
2015-11-27,Ольга Гаврилова,Other
2015-11-27,Николай Стоянов,Other
2015-11-27,Александр Лагутин,Other
2015-11-27,Степан Бугаёв,Left in 2017
2015-11-27,Николай Стоянов,Other
2015-11-27,Анжела Корончук,Other
2015-11-26,Андрей Малёваный,Left in 2017
2015-11-26,Никита Кондратов,Other
2015-11-26,Александр Кожухарь,Other
2015-11-26,Александр Лагутин,Other
2015-11-26,Андрей Малёваный,Left in 2017
2015-11-26,Ирина Палесика,Other
2015-11-26,Степан Бугаёв,Left in 2017
2015-11-26,Валентина Стасишена,Other
2015-11-26,Анжела Корончук,Other
2015-11-25,Александр Кожухарь,Other
2015-11-25,Андрей Малёваный,Left in 2017
2015-11-25,Андрей Малёваный,Left in 2017
2015-11-25,Александр Кожухарь,Other
2015-11-25,Ирина Палесика,Other
2015-11-25,Николай Стоянов,Other
2015-11-25,Николай Стоянов,Other
2015-11-25,Татьяна Семенюк,Other
2015-11-25,Наталья Берзан,Other
2015-11-25,Валентина Стасишена,Other
2015-11-24,Александр Лагутин,Other
2015-11-24,Александр Лагутин,Other
2015-11-24,Александр Лагутин,Other
2015-11-24,Ирина Палесика,Other
2015-11-24,Анжела Корончук,Other
2015-11-24,Валентина Стасишена,Other
2015-11-23,Ольга Гаврилова,Other
2015-11-23,Ирина Палесика,Other
2015-11-23,Александр Лагутин,Other
2015-11-23,Александр Кожухарь,Other
2015-11-23,Никита Кондратов,Other
2015-11-23,Валентина Стасишена,Other
2015-11-23,Наталья Берзан,Other
2015-11-22,Александр Лагутин,Other
2015-11-22,Андрей Малёваный,Left in 2017
2015-11-22,Ирина Палесика,Other
2015-11-22,Татьяна Семенюк,Other
2015-11-20,Степан Бугаёв,Left in 2017
2015-11-20,Никита Кондратов,Other
2015-11-20,Андрей Малёваный,Left in 2017
2015-11-20,Валентина Стасишена,Other
2015-11-20,Татьяна Семенюк,Other
2015-11-20,Ирина Палесика,Other
2015-11-20,Анжела Корончук,Other
2015-11-19,Александр Лагутин,Other
2015-11-19,Александр Лагутин,Other
2015-11-19,Александр Кожухарь,Other
2015-11-19,Николай Стоянов,Other
2015-11-19,Андрей Малёваный,Left in 2017
2015-11-19,Андрей Малёваный,Left in 2017
2015-11-19,Татьяна Семенюк,Other
2015-11-19,Никита Кондратов,Other
2015-11-18,Александр Лагутин,Other
2015-11-18,Татьяна Семенюк,Other
2015-11-18,Татьяна Семенюк,Other
2015-11-18,Никита Кондратов,Other
2015-11-18,Валентина Стасишена,Other
2015-11-18,Николай Стоянов,Other
2015-11-18,Татьяна Семенюк,Other
2015-11-17,Ирина Палесика,Other
2015-11-17,Александр Лагутин,Other
2015-11-17,Андрей Малёваный,Left in 2017
2015-11-17,Никита Кондратов,Other
2015-11-17,Ирина Палесика,Other
2015-11-17,Ольга Гаврилова,Other
2015-11-16,Татьяна Семенюк,Other
2015-11-16,Ирина Палесика,Other
2015-11-16,Валентина Стасишена,Other
2015-11-16,Степан Бугаёв,Left in 2017
2015-11-16,Анжела Корончук,Other
2015-11-16,Наталья Берзан,Other
2015-11-15,Александр Лагутин,Other
2015-11-15,Александр Лагутин,Other
2015-11-15,Ольга Гаврилова,Other
2015-11-13,Андрей Малёваный,Left in 2017
2015-11-13,Николай Стоянов,Other
2015-11-13,Анжела Корончук,Other
2015-11-13,Николай Стоянов,Other
2015-11-12,Андрей Малёваный,Left in 2017
2015-11-12,Александр Лагутин,Other
2015-11-12,Ирина Палесика,Other
2015-11-12,Николай Стоянов,Other
2015-11-12,Андрей Малёваный,Left in 2017
2015-11-12,Никита Кондратов,Other
2015-11-12,Анжела Корончук,Other
2015-11-12,Татьяна Семенюк,Other
2015-11-11,Александр Лагутин,Other
2015-11-11,Андрей Малёваный,Left in 2017
2015-11-11,Александр Лагутин,Other
2015-11-11,Александр Лагутин,Other
2015-11-11,Ирина Палесика,Other
2015-11-11,Никита Кондратов,Other
2015-11-11,Наталья Берзан,Other
2015-11-10,Николай Стоянов,Other
2015-11-10,Александр Лагутин,Other
2015-11-10,Степан Бугаёв,Left in 2017
2015-11-10,Ирина Палесика,Other
2015-11-10,Степан Бугаёв,Left in 2017
2015-11-10,Анжела Корончук,Other
2015-11-10,Валентина Стасишена,Other
2015-11-09,Анжела Корончук,Other
2015-11-09,Татьяна Семенюк,Other
2015-11-09,Никита Кондратов,Other
2015-11-09,Наталья Берзан,Other
2015-11-09,Ольга Гаврилова,Other
2015-11-08,Александр Лагутин,Other
2015-11-08,Николай Стоянов,Other
2015-11-08,Степан Бугаёв,Left in 2017
2015-11-08,Ирина Палесика,Other
2015-11-06,Степан Бугаёв,Left in 2017
2015-11-06,Николай Стоянов,Other
2015-11-06,Никита Кондратов,Other
2015-11-06,Валентина Стасишена,Other
2015-11-06,Николай Стоянов,Other
2015-11-05,Александр Кожухарь,Other
2015-11-05,Татьяна Семенюк,Other
2015-11-05,Валентина Стасишена,Other
2015-11-05,Анжела Корончук,Other
2015-11-04,Степан Бугаёв,Left in 2017
2015-11-04,Анжела Корончук,Other
2015-11-04,Ирина Палесика,Other
2015-11-04,Валентина Стасишена,Other
2015-11-04,Татьяна Семенюк,Other
2015-11-04,Андрей Малёваный,Left in 2017
2015-11-04,Татьяна Семенюк,Other
2015-11-03,Анжела Корончук,Other
2015-11-03,Александр Лагутин,Other
2015-11-03,Андрей Малёваный,Left in 2017
2015-11-03,Николай Стоянов,Other
2015-11-03,Николай Стоянов,Other
2015-11-02,Анжела Корончук,Other
2015-11-02,Никита Кондратов,Other
2015-11-02,Валентина Стасишена,Other
2015-11-02,Никита Кондратов,Other
2015-11-02,Ирина Палесика,Other
2015-11-02,Степан Бугаёв,Left in 2017
2015-11-02,Николай Стоянов,Other
2015-11-01,Степан Бугаёв,Left in 2017
2015-11-01,Александр Лагутин,Other
2015-11-01,Ирина Палесика,Other
2015-10-30,Ирина Палесика,Other
2015-10-30,Никита Кондратов,Other
2015-10-30,Татьяна Семенюк,Other
2015-10-30,Татьяна Семенюк,Other
2015-10-30,Валентина Стасишена,Other
2015-10-30,Николай Стоянов,Other
2015-10-29,Александр Кожухарь,Other
2015-10-29,Николай Стоянов,Other
2015-10-29,Андрей Малёваный,Left in 2017
2015-10-28,Александр Лагутин,Other
2015-10-28,Андрей Малёваный,Left in 2017
2015-10-28,Ирина Палесика,Other
2015-10-28,Анжела Корончук,Other
2015-10-28,Валентина Стасишена,Other
2015-10-28,Ирина Палесика,Other
2015-10-27,Валентина Стасишена,Other
2015-10-27,Александр Лагутин,Other
2015-10-27,Анжела Корончук,Other
2015-10-27,Никита Кондратов,Other
2015-10-27,Александр Лагутин,Other
2015-10-27,Елена Виговская,Other
2015-10-26,Татьяна Семенюк,Other
2015-10-26,Степан Бугаёв,Left in 2017
2015-10-26,Николай Стоянов,Other
2015-10-26,Анжела Корончук,Other
2015-10-26,Николай Стоянов,Other
2015-10-25,Александр Лагутин,Other
2015-10-25,Степан Бугаёв,Left in 2017
2015-10-25,Татьяна Семенюк,Other
2015-10-25,Никита Кондратов,Other
2015-10-23,Андрей Малёваный,Left in 2017
2015-10-23,Анжела Корончук,Other
2015-10-23,Анжела Корончук,Other
2015-10-23,Николай Стоянов,Other
2015-10-23,Наталья Берзан,Other
2015-10-23,Елена Виговская,Other
2015-10-22,Андрей Малёваный,Left in 2017
2015-10-22,Никита Кондратов,Other
2015-10-22,Николай Стоянов,Other
2015-10-22,Александр Кожухарь,Other
2015-10-22,Валентина Стасишена,Other
2015-10-21,Николай Стоянов,Other
2015-10-21,Татьяна Семенюк,Other
2015-10-21,Андрей Малёваный,Left in 2017
2015-10-21,Анжела Корончук,Other
2015-10-20,Андрей Малёваный,Left in 2017
2015-10-20,Степан Бугаёв,Left in 2017
2015-10-20,Николай Стоянов,Other
2015-10-20,Анжела Корончук,Other
2015-10-20,Валентина Стасишена,Other
2015-10-20,Ольга Гаврилова,Other
2015-10-19,Степан Бугаёв,Left in 2017
2015-10-19,Степан Бугаёв,Left in 2017
2015-10-19,Андрей Малёваный,Left in 2017
2015-10-19,Никита Кондратов,Other
2015-10-19,Валентина Стасишена,Other
2015-10-19,Никита Кондратов,Other
2015-10-19,Ольга Гаврилова,Other
2015-10-18,Александр Лагутин,Other
2015-10-18,Степан Бугаёв,Left in 2017
2015-10-18,Татьяна Семенюк,Other
2015-10-18,Ирина Палесика,Other
2015-10-18,Никита Кондратов,Other
2015-10-16,Никита Кондратов,Other
2015-10-16,Никита Кондратов,Other
2015-10-16,Ирина Палесика,Other
2015-10-16,Александр Лагутин,Other
2015-10-16,Валентина Стасишена,Other
2015-10-16,Никита Кондратов,Other
2015-10-15,Николай Стоянов,Other
2015-10-15,Андрей Малёваный,Left in 2017
2015-10-15,Александр Лагутин,Other
2015-10-15,Степан Бугаёв,Left in 2017
2015-10-15,Никита Кондратов,Other
2015-10-15,Валентина Стасишена,Other
2015-10-14,Александр Лагутин,Other
2015-10-14,Анжела Корончук,Other
2015-10-14,Никита Кондратов,Other
2015-10-14,Ольга Гаврилова,Other
2015-10-14,Ольга Гаврилова,Other
2015-10-14,Степан Бугаёв,Left in 2017
2015-10-14,Степан Бугаёв,Left in 2017
2015-10-14,Андрей Малёваный,Left in 2017
2015-10-14,Татьяна Семенюк,Other
2015-10-14,Елена Виговская,Other
2015-10-14,Анжела Корончук,Other
2015-10-13,Андрей Малёваный,Left in 2017
2015-10-13,Степан Бугаёв,Left in 2017
2015-10-13,Андрей Малёваный,Left in 2017
2015-10-13,Николай Стоянов,Other
2015-10-12,Никита Кондратов,Other
2015-10-12,Александр Лагутин,Other
2015-10-12,Ирина Палесика,Other
2015-10-12,Николай Стоянов,Other
2015-10-12,Никита Кондратов,Other
2015-10-12,Татьяна Семенюк,Other
2015-10-12,Валентина Стасишена,Other
2015-10-12,Елена Виговская,Other
2015-10-11,Степан Бугаёв,Left in 2017
2015-10-11,Ирина Палесика,Other
2015-10-11,Ольга Гаврилова,Other
2015-10-09,Александр Лагутин,Other
2015-10-09,Андрей Малёваный,Left in 2017
2015-10-09,Николай Стоянов,Other
2015-10-09,Валентина Стасишена,Other
2015-10-09,Ирина Палесика,Other
2015-10-09,Степан Бугаёв,Left in 2017
2015-10-09,Анжела Корончук,Other
2015-10-08,Александр Кожухарь,Other
2015-10-08,Анжела Корончук,Other
2015-10-08,Степан Бугаёв,Left in 2017
2015-10-08,Татьяна Семенюк,Other
2015-10-08,Валентина Стасишена,Other
2015-10-08,Никита Кондратов,Other
2015-10-07,Степан Бугаёв,Left in 2017
2015-10-07,Александр Лагутин,Other
2015-10-07,Александр Лагутин,Other
2015-10-07,Ольга Гаврилова,Other
2015-10-07,Никита Кондратов,Other
2015-10-07,Александр Лагутин,Other
2015-10-07,Татьяна Семенюк,Other
2015-10-07,Анжела Корончук,Other
2015-10-07,Елена Виговская,Other
2015-10-06,Степан Бугаёв,Left in 2017
2015-10-06,Александр Лагутин,Other
2015-10-06,Александр Лагутин,Other
2015-10-06,Татьяна Семенюк,Other
2015-10-06,Анжела Корончук,Other
2015-10-05,Александр Лагутин,Other
2015-10-05,Ирина Палесика,Other
2015-10-05,Степан Бугаёв,Left in 2017
2015-10-05,Татьяна Семенюк,Other
2015-10-05,Никита Кондратов,Other
2015-10-05,Никита Кондратов,Other
2015-10-05,Валентина Стасишена,Other
2015-10-05,Татьяна Семенюк,Other
2015-10-04,Ирина Палесика,Other
2015-10-04,Степан Бугаёв,Left in 2017
2015-10-04,Андрей Малёваный,Left in 2017
2015-10-04,Никита Кондратов,Other
2015-10-02,Степан Бугаёв,Left in 2017
2015-10-02,Андрей Малёваный,Left in 2017
2015-10-02,Татьяна Семенюк,Other
2015-10-02,Александр Кожухарь,Other
2015-10-02,Ирина Палесика,Other
2015-10-02,Андрей Малёваный,Left in 2017
2015-10-02,Татьяна Семенюк,Other
2015-10-02,Валентина Стасишена,Other
2015-10-02,Ирина Палесика,Other
2015-10-02,Елена Виговская,Other
2015-10-01,Андрей Малёваный,Left in 2017
2015-10-01,Никита Кондратов,Other
2015-10-01,Никита Кондратов,Other
2015-10-01,Анжела Корончук,Other
2015-10-01,Ольга Гаврилова,Other
2015-10-01,Александр Кожухарь,Other
2015-10-01,Татьяна Семенюк,Other
2015-10-01,Лидия Салкуцан,Other
2015-09-30,Степан Бугаёв,Left in 2017
2015-09-30,Анжела Корончук,Other
2015-09-30,Валентина Стасишена,Other
2015-09-30,Татьяна Семенюк,Other
2015-09-30,Ольга Гаврилова,Other
2015-09-30,Татьяна Семенюк,Other
2015-09-29,Ирина Палесика,Other
2015-09-29,Анжела Корончук,Other
2015-09-29,Анжела Корончук,Other
2015-09-29,Ирина Палесика,Other
2015-09-29,Николай Стоянов,Other
2015-09-28,Ольга Гаврилова,Other
2015-09-28,Николай Стоянов,Other
2015-09-28,Никита Кондратов,Other
2015-09-28,Анжела Корончук,Other
2015-09-28,Николай Стоянов,Other
2015-09-28,Валентина Стасишена,Other
2015-09-27,Андрей Малёваный,Left in 2017
2015-09-27,Валентина Стасишена,Other
2015-09-27,Никита Кондратов,Other
2015-09-25,Андрей Малёваный,Left in 2017
2015-09-25,Татьяна Семенюк,Other
2015-09-25,Анжела Корончук,Other
2015-09-25,Никита Кондратов,Other
2015-09-25,Валентина Стасишена,Other
2015-09-24,Андрей Малёваный,Left in 2017
2015-09-24,Ирина Палесика,Other
2015-09-24,Александр Кожухарь,Other
2015-09-24,Александр Кожухарь,Other
2015-09-24,Степан Бугаёв,Left in 2017
2015-09-24,Татьяна Семенюк,Other
2015-09-24,Николай Стоянов,Other
2015-09-24,Никита Кондратов,Other
2015-09-24,Ирина Палесика,Other
2015-09-24,Лидия Салкуцан,Other
2015-09-24,Татьяна Семенюк,Other
2015-09-23,Степан Бугаёв,Left in 2017
2015-09-23,Наталья Берзан,Other
2015-09-23,Николай Стоянов,Other
2015-09-23,Ирина Палесика,Other
2015-09-23,Татьяна Семенюк,Other
2015-09-23,Анжела Корончук,Other
2015-09-22,Никита Кондратов,Other
2015-09-22,Андрей Малёваный,Left in 2017
2015-09-22,Андрей Малёваный,Left in 2017
2015-09-22,Ольга Гаврилова,Other
2015-09-22,Степан Бугаёв,Left in 2017
2015-09-22,Валентина Стасишена,Other
2015-09-22,Анжела Корончук,Other
2015-09-21,Ирина Палесика,Other
2015-09-21,Татьяна Семенюк,Other
2015-09-21,Татьяна Семенюк,Other
2015-09-21,Валентина Стасишена,Other
2015-09-21,Ирина Палесика,Other
2015-09-21,Анжела Корончук,Other
2015-09-21,Никита Кондратов,Other
2015-09-21,Анжела Корончук,Other
2015-09-20,Андрей Малёваный,Left in 2017
2015-09-20,Степан Бугаёв,Left in 2017
2015-09-20,Николай Стоянов,Other
2015-09-20,Ирина Палесика,Other
2015-09-20,Ольга Гаврилова,Other
2015-09-20,Никита Кондратов,Other
2015-09-18,Татьяна Семенюк,Other
2015-09-18,Валентина Стасишена,Other
2015-09-18,Андрей Малёваный,Left in 2017
2015-09-18,Анжела Корончук,Other
2015-09-18,Никита Кондратов,Other
2015-09-18,Валентина Стасишена,Other
2015-09-18,Лидия Салкуцан,Other
2015-09-17,Анжела Корончук,Other
2015-09-17,Степан Бугаёв,Left in 2017
2015-09-17,Андрей Малёваный,Left in 2017
2015-09-17,Александр Кожухарь,Other
2015-09-17,Степан Бугаёв,Left in 2017
2015-09-16,Наталья Берзан,Other
2015-09-16,Александр Кожухарь,Other
2015-09-16,Степан Бугаёв,Left in 2017
2015-09-15,Степан Бугаёв,Left in 2017
2015-09-15,Степан Бугаёв,Left in 2017
2015-09-15,Татьяна Семенюк,Other
2015-09-15,Татьяна Семенюк,Other
2015-09-15,Никита Кондратов,Other
2015-09-15,Анжела Корончук,Other
2015-09-15,Никита Кондратов,Other
2015-09-15,Татьяна Семенюк,Other
2015-09-14,Ирина Палесика,Other
2015-09-14,Никита Кондратов,Other
2015-09-14,Николай Стоянов,Other
2015-09-14,Анжела Корончук,Other
2015-09-14,Никита Кондратов,Other
2015-09-14,Татьяна Семенюк,Other
2015-09-13,Степан Бугаёв,Left in 2017
2015-09-13,Ирина Палесика,Other
2015-09-13,Ольга Гаврилова,Other
2015-09-11,Степан Бугаёв,Left in 2017
2015-09-11,Николай Стоянов,Other
2015-09-11,Ирина Палесика,Other
2015-09-11,Степан Бугаёв,Left in 2017
2015-09-11,Татьяна Семенюк,Other
2015-09-11,Ирина Палесика,Other
2015-09-10,Татьяна Семенюк,Other
2015-09-10,Александр Кожухарь,Other
2015-09-10,Ирина Палесика,Other
2015-09-10,Никита Кондратов,Other
